"poly_id","ObjectID2","year","mean","p25","p75","npix"
"2","2","2013","873.5577713","825.9933777","986.0923309","560"
"3","3","2013","254.8674327","210.03685","277.7501068","99"
"4","4","2013","561.2263003","475.236763","635.2599335","650"
"5","5","2013","66.74805298","0","0","5"
"6","6","2013","101.3983663","0","152.0975494","3"
"7","7","2013","282.3151892","271.6764526","320.0296021","33"
"8","8","2013","691.5371799","0","944.1087341","64"
"9","9","2013","639.7301025","0","1076.931396","5"
"10","10","2013","762.487793","762.487793","762.487793","1"
"11","11","2013","371.5876973","369.6481018","373.98526","3"
"12","12","2013","243.9619882","0","771.2679749","187"
"13","13","2013","494.8554841","386.1041565","593.8295288","147"
"14","14","2013","454.6169573","399.5438461","590.6382294","70"
"16","16","2013","0","0","0","2"
"17","17","2013","919.8743336","921.9430084","1024.991119","98"
"18","18","2013","668.9469287","0","1082.923218","25"
"19","19","2013","0","0","0","2"
"20","20","2013","595.9136279","0","1055.6875","25"
"21","21","2013","715.5200663","817.1130981","969.0607452","90"
"22","22","2013","236.5241191","69.82509613","372.1071243","6"
"23","23","2013","213.5824762","0","0","31"
"24","24","2013","307.3913765","0","452.1529312","16"
"25","25","2013","638.7066171","676.7121277","817.1040802","84"
"27","27","2013","608.1783911","0","1018.867844","54"
"28","28","2013","501.3546677","448.1629181","603.3667603","20"
"29","29","2013","0","0","0","6"
"30","30","2013","528.0250127","345.4177551","705.0720825","433"
"31","31","2013","630.2690942","0","947.1634216","112"
"32","32","2013","232.0764465","0","232.0764465","4"
"33","33","2013","608.4291302","0","951.0604248","69"
"34","34","2013","586.2157506","0","834.1418457","42"
"36","36","2013","719.0698853","719.0698853","719.0698853","1"
"37","37","2013","718.6073608","718.6073608","718.6073608","1"
"38","38","2013","637.7947035","584.5302429","687.8153534","58"
"39","39","2013","619.6280975","606.2706451","627.9142456","4"
"40","40","2013","484.8142579","449.4254684","557.6780243","58"
"41","41","2013","0","0","0","34"
"42","42","2013","307.1493031","0","529.6837769","11"
"43","43","2013","644.4465771","0","981.6258545","25"
"44","44","2013","422.1934814","0","633.2902222","3"
"47","47","2013","563.907486","0","938.6478271","16"
"48","48","2013","932.9393921","922.2255249","939.3360901","3"
"49","49","2013","0","0","0","2"
"50","50","2013","744.2309733","0","1093.877289","30"
"51","51","2013","778.93738","758.2753448","866.7411499","30"
"52","52","2013","863.7840157","1014.400879","1155.430939","64"
"53","53","2013","715.1036621","0","1219.968506","5"
"54","54","2013","830.1761902","988.8000641","1038.312897","20"
"55","55","2013","1039.21169","1025.053314","1048.796204","3"
"56","56","2013","0","0","0","2"
"57","57","2013","200.6213013","0","0","5"
"59","59","2013","194.5670994","0","403.2038116","7"
"60","60","2013","377.0625751","0","955.3774414","13"
"64","64","2013","563.6152096","0","1082.245941","32"
"65","65","2013","765.5325579","0","1324.330078","7"
"66","66","2013","1084.978824","1047.56424","1117.79071","40"
"67","67","2013","558.8421029","508.2935486","707.0681763","255"
"68","68","2013","784.3901722","717.6379395","826.9577942","31"
"69","69","2013","558.2544112","535.566925","577.8783875","22"
"70","70","2013","502.01249","0","768.7926025","22"
"73","73","2013","560.1731873","0","1098.293182","4"
"74","74","2013","1110.298889","1105.244476","1115.353302","2"
"75","75","2013","433.6753235","216.8376617","650.5129852","2"
"76","76","2013","1007.108704","1157.498138","1223.233307","6"
"77","77","2013","1011.930688","990.4173889","1032.816406","39"
"78","78","2013","898.3369751","898.3369751","898.3369751","1"
"79","79","2013","751.9511963","740.0544434","769.1062012","5"
"80","80","2013","726.8384888","704.7809906","751.9399414","10"
"81","81","2013","690.2816772","619.9104004","757.241394","5"
"82","82","2013","0","0","0","4"
"83","83","2013","898.9855855","870.8096771","928.4506836","6"
"88","88","2013","434.681958","422.7269287","527.482666","5"
"89","89","2013","1033.08498","1007.088654","1072.32019","16"
"90","90","2013","1106.000163","1073.766449","1139.646515","6"
"91","91","2013","650.3405075","635.1114502","663.4222565","8"
"92","92","2013","569.8525391","0","1232.335205","11"
"94","94","2013","893.8170105","855.4676056","943.2780304","10"
"95","95","2013","803.1753784","752.5061646","871.9463501","5"
"96","96","2013","814.9289169","764.8328552","847.3779755","8"
"102","102","2013","0","0","0","9"
"103","103","2013","1093.424194","1085.491028","1101.357361","2"
"104","104","2013","568.8288879","561.1306","576.5271759","2"
"105","105","2013","671.6677856","655.8366699","687.4989014","2"
"106","106","2013","699.7871094","685.9197693","707.6181335","3"
"107","107","2013","753.9609782","753.3027649","754.3080444","3"
"108","108","2013","688.7225647","680.3481598","697.0969696","2"
"114","114","2013","577.4896851","0","1135.974792","4"
"115","115","2013","695.2064819","695.2064819","695.2064819","1"
"116","116","2013","611.602478","611.602478","611.602478","1"
"117","117","2013","0","0","0","1"
"118","118","2013","0","0","0","1"
"119","119","2013","0","0","0","9"
"120","120","2013","0","0","0","2"
"126","126","2013","702.5635173","462.3484497","1053.845276","3"
"127","127","2013","363.3047689","0","544.9571533","3"
"128","128","2013","432.1364746","411.5048218","432.9920807","10"
"129","129","2013","367.6931152","0","551.5396729","3"
"130","130","2013","349.8220574","0","1135.144165","17"
"131","131","2013","330.3168856","319.8331604","395.8829651","41"
"132","132","2013","0","0","0","2"
"133","133","2013","0","0","0","9"
"134","134","2013","375.1958686","0","1047.7854","9"
"135","135","2013","312.3841553","0","312.3841553","4"
"136","136","2013","519.0875784","0","939.5217285","26"
"137","137","2013","472.1198074","0","818.3353882","53"
"138","138","2013","0","0","0","2"
"139","139","2013","238.6520219","157.0783997","312.3746262","692"
"140","140","2013","366.8673926","286.4200592","464.6622086","34"
"141","141","2013","818.820012","1007.992432","1060.821411","13"
"142","142","2013","463.8286723","0","691.3701782","31"
"143","143","2013","612.2920501","0","923.1080322","39"
"144","144","2013","250.0448341","208.1016998","297.2355499","491"
"145","145","2013","1229.707092","1229.447174","1229.96701","2"
"146","146","2013","362.7633464","0","544.1450195","3"
"147","147","2013","0","0","0","1"
"148","148","2013","0","0","0","1"
"149","149","2013","454.2321062","414.3212814","460.7198639","64"
"150","150","2013","431.375042","437.0982437","529.1754303","48"
"151","151","2013","307.278929","205.5198288","408.8361816","207"
"152","152","2013","0","0","0","2"
"153","153","2013","696.4600084","657.9937134","703.5232544","9"
"154","154","2013","1100.859424","1077.870361","1107.306274","5"
"155","155","2013","463.6215891","427.4826508","501.9238052","716"
"156","156","2013","533.2889557","494.5746307","578.5106812","6"
"157","157","2013","944.9185333","920.2952728","968.3579102","4"
"158","158","2013","1217.824402","1208.488373","1227.160431","2"
"159","159","2013","755.6975446","734.9562073","769.0394897","7"
"160","160","2013","993.4898071","988.7134705","1001.606384","3"
"161","161","2013","544.717453","514.9617081","574.4731979","2"
"162","162","2013","1050.514832","1044.235565","1056.794098","2"
"163","163","2013","649.7823792","646.0623322","653.5024261","2"
"164","164","2013","776.7925471","701.9117737","836.3909912","11"
"165","165","2013","631.3354531","576.6360626","706.2325592","110"
"166","166","2013","527.4595704","444.4397354","585.6699524","1288"
"167","167","2013","635.1087824","674.6320496","823.7302551","31"
"168","168","2013","0","0","0","4"
"169","169","2013","64.11045436","0","0","19"
"170","170","2013","593.755249","296.8776245","890.6328735","2"
"171","171","2013","1040.127045","1029.409805","1050.844284","2"
"172","172","2013","746.7384847","535.9766846","1120.107727","3"
"174","174","2013","824.1902161","815.8852844","1100.329163","4"
"175","175","2013","0","0","0","5"
"176","176","2013","778.6662921","948.3940277","1020.790894","68"
"177","177","2013","487.9863474","0","934.4716187","19"
"178","178","2013","542.5151136","0","1041.815063","37"
"179","179","2013","477.3145854","0","933.8239288","6"
"180","180","2013","546.5649007","0","1055.73941","12"
"181","181","2013","0","0","0","2"
"182","182","2013","172.3377816","0","0","28"
"184","184","2013","320.5726096","0","543.9663696","11"
"186","186","2013","358.4538269","351.9152908","458.3576126","20"
"189","189","2013","512.7254464","0","1181.773315","7"
"190","190","2013","663.3595954","630.0456848","676.3505707","18"
"191","191","2013","0","0","0","3"
"192","192","2013","0","0","0","5"
"193","193","2013","741.3764648","736.9151917","745.837738","2"
"194","194","2013","1117.353638","1117.353638","1117.353638","1"
"195","195","2013","921.2475789","1064.77179","1094.727692","6"
"196","196","2013","1125.973511","1095.786011","1144.386169","4"
"197","197","2013","974.2644348","951.7349701","996.7938995","2"
"198","198","2013","393.5398315","0","974.0705566","5"
"200","200","2013","459.9365475","0","740.1034241","19"
"203","203","2013","697.3896342","427.1908875","924.9336243","43"
"204","204","2013","627.2090454","313.6045227","940.8135681","2"
"205","205","2013","110.3668091","0","0","5"
"206","206","2013","1043.895142","1041.896179","1045.894104","2"
"207","207","2013","1015.857813","997.6173096","1030.369995","5"
"208","208","2013","262.6080944","0","515.6506882","26"
"209","209","2013","346.5098877","0","346.5098877","4"
"210","210","2013","948.4964905","913.3037872","983.6891937","2"
"211","211","2013","951.8401693","940.6399841","967.2356567","3"
"212","212","2013","915.8378906","915.8378906","915.8378906","1"
"213","213","2013","850.3847317","790.0213623","895.789856","9"
"214","214","2013","303.6218262","151.8109131","455.4327393","2"
"215","215","2013","567.2441842","542.0367737","584.413147","7"
"216","216","2013","0","0","0","2"
"217","217","2013","646.5633133","562.394989","922.2981873","40"
"218","218","2013","1127.295044","1127.295044","1127.295044","1"
"219","219","2013","0","0","0","1"
"220","220","2013","578.8232422","289.4116211","868.2348633","2"
"221","221","2013","955.8221639","933.782959","989.3826294","3"
"222","222","2013","689.7621496","562.0343018","801.8444824","17"
"223","223","2013","483.3661957","480.3350754","486.397316","2"
"224","224","2013","1322.896403","1301.223938","1355.148926","3"
"225","225","2013","608.8621421","517.1279602","684.0444336","486"
"226","226","2013","830.6824633","809.0962677","1068.148438","46"
"228","228","2013","620.7081246","542.0514679","665.2568054","218"
"229","229","2013","770.200334","675.0551758","837.3135376","33"
"230","230","2013","553.5402832","276.7701416","830.3104248","2"
"231","231","2013","0","0","0","5"
"232","232","2013","0","0","0","2"
"237","237","2013","559.7096634","508.8442459","595.036972","4"
"238","238","2013","579.7637533","549.6090088","600.0730896","3"
"239","239","2013","837.6846722","652.0586853","1089.384186","160"
"240","240","2013","569.2417603","559.8086853","576.210144","3"
"241","241","2013","572.758943","539.4256592","611.8192749","115"
"242","242","2013","522.0664978","508.2685852","548.8882446","21"
"243","243","2013","482.4673462","479.2833557","485.6513367","2"
"244","244","2013","470.5004926","462.0403748","480.3555603","7"
"245","245","2013","533.6019781","493.3124542","569.066452","34"
"247","247","2013","529.0439148","528.1042633","529.9835663","2"
"248","248","2013","528.5211182","528.5211182","528.5211182","1"
"249","249","2013","571.2067558","524.7958984","619.3490601","73"
"250","250","2013","560.5215322","508.5606689","594.4292603","51"
"251","251","2013","0","0","0","6"
"252","252","2013","0","0","0","2"
"253","253","2013","0","0","0","4"
"256","256","2013","0","0","0","2"
"257","257","2013","602.2152222","597.5637817","611.697998","5"
"258","258","2013","605.116615","511.2470474","733.6218262","1770"
"259","259","2013","652.9289044","536.6763","710.6576233","367"
"260","260","2013","775.0862427","775.0862427","775.0862427","1"
"261","261","2013","447.1412048","447.1412048","447.1412048","1"
"262","262","2013","549.3463135","533.2251587","573.7817993","5"
"263","263","2013","494.911087","489.1911545","500.6310196","2"
"266","266","2013","718.3264771","730.0040894","843.3813477","25"
"267","267","2013","462.2756195","461.4838181","463.067421","2"
"268","268","2013","551.3651033","468.2570953","619.7344666","27"
"269","269","2013","824.0523669","701.6734619","938.586731","422"
"270","270","2013","0","0","0","2"
"271","271","2013","0","0","0","3"
"273","273","2013","473.5113525","473.5113525","473.5113525","1"
"274","274","2013","490.2677917","490.2677917","490.2677917","1"
"281","281","2013","619.1732178","309.5866089","928.7598267","2"
"282","282","2013","617.0517917","0","868.6392975","108"
"285","285","2013","317.1756287","158.5878143","475.763443","2"
"286","286","2013","695.0482875","698.4476013","781.9022522","63"
"289","289","2013","916.989624","888.1890869","942.1208954","6"
"290","290","2013","940.450592","906.5059204","1262.330841","4"
"291","291","2013","0","0","0","1"
"292","292","2013","0","0","0","5"
"293","293","2013","956.1137695","948.7469788","963.4805603","2"
"294","294","2013","515.3618571","0","773.0427856","3"
"297","297","2013","0","0","0","1"
"298","298","2013","0","0","0","4"
"299","299","2013","282.9634033","0","0","5"
"300","300","2013","393.67787","0","680.7525024","9"
"301","301","2013","0","0","0","2"
"305","305","2013","691.4145889","654.8815002","726.3574982","8"
"308","308","2013","0","0","0","1"
"309","309","2013","804.5631545","621.7524414","1163.671875","1641"
"312","312","2013","796.9520187","724.1684265","944.2895508","8"
"313","313","2013","692.8085066","0","1116.052368","35"
"314","314","2013","0","0","0","2"
"319","319","2013","554.4432373","277.2216187","831.664856","2"
"320","320","2013","827.3616167","533.081604","1150.440002","11"
"324","324","2013","1162.241542","1113.222961","1222.391113","7"
"325","325","2013","594.9965179","551.7106323","647.8239136","10"
"326","326","2013","760.3723195","0","1082.863464","48"
"327","327","2013","734.4812698","581.8460693","913.4026489","181"
"333","333","2013","489.6208852","473.4219589","667.6968689","18"
"334","334","2013","678.2966499","566.3312836","814.1299438","8"
"335","335","2013","891.5694377","865.8860474","917.1507263","3"
"336","336","2013","0","0","0","3"
"337","337","2013","825.3318787","821.9757538","828.6880035","2"
"338","338","2013","0","0","0","1"
"339","339","2013","803.1362915","803.1362915","803.1362915","1"
"340","340","2013","507.8891968","0","849.9157715","5"
"341","341","2013","611.3682251","608.8627319","613.8737183","2"
"342","342","2013","773.7919992","0","1370.484009","87"
"343","343","2013","269.536499","0","0","5"
"344","344","2013","349.6633453","0","601.4339752","12"
"345","345","2013","0","0","0","3"
"346","346","2013","207.9949188","0","0","8"
"347","347","2013","1162.555054","1143.032715","1182.077393","2"
"348","348","2013","1211.511787","1136.22818","1389.360779","18"
"349","349","2013","702.8605695","656.491394","741.7353516","7"
"350","350","2013","685.9253387","681.9116364","696.5780334","4"
"351","351","2013","105.0394762","0","0","9"
"352","352","2013","692.1771663","664.0794067","716.6951294","13"
"353","353","2013","0","0","0","3"
"354","354","2013","0","0","0","2"
"355","355","2013","0","0","0","5"
"356","356","2013","765.2577369","0","1143.32666","21"
"357","357","2013","814.1574249","774.2722015","838.0552368","4"
"358","358","2013","0","0","0","2"
"359","359","2013","0","0","0","2"
"360","360","2013","651.2810059","0","1502.771484","37"
"361","361","2013","345.0798863","0","890.2243805","14"
"363","363","2013","457.2304932","0","1136.406494","5"
"364","364","2013","598.725647","0","1185.513916","4"
"365","365","2013","1229.610107","1229.610107","1229.610107","1"
"366","366","2013","928.7414768","798.5852356","1081.310211","146"
"368","368","2013","671.0771561","585.7393875","799.031189","4"
"370","370","2013","0","0","0","2"
"371","371","2013","0","0","0","1"
"379","379","2013","0","0","0","1"
"380","380","2013","0","0","0","1"
"381","381","2013","750.7852987","739.7205353","772.2432556","6"
"382","382","2013","668.1799859","643.3740845","691.2752075","9"
"383","383","2013","565.4353149","611.9953613","748.3544312","5"
"384","384","2013","1141.490039","1109.82959","1162.807373","5"
"385","385","2013","749.9758979","0","1105.63269","27"
"386","386","2013","501.5842195","466.7593079","528.8937073","27"
"387","387","2013","747.0791779","709.8134155","773.5962372","4"
"388","388","2013","753.8564157","795.572876","944.2619934","35"
"389","389","2013","0","0","0","1"
"390","390","2013","600.4246216","583.2749329","617.5743103","2"
"391","391","2013","0","0","0","5"
"393","393","2013","0","0","0","2"
"396","396","2013","0","0","0","2"
"398","398","2013","0","0","0","2"
"399","399","2013","0","0","0","1"
"400","400","2013","0","0","0","1"
"402","402","2013","0","0","0","1"
"403","403","2013","0","0","0","2"
"404","404","2013","1287.322905","1500.921265","1545.923706","25"
"405","405","2013","1073.680038","0","1585.66745","16"
"406","406","2013","761.036189","700.5733032","829.6080322","25"
"407","407","2013","854.8671788","782.1700745","922.397644","7"
"408","408","2013","917.5524379","833.0157623","1019.936325","28"
"409","409","2013","874.460022","755.5769043","955.3626099","5"
"410","410","2013","508.0409207","0","941.7734985","9"
"412","412","2013","513.2687378","513.2687378","513.2687378","1"
"414","414","2013","0","0","0","7"
"415","415","2013","467.8653965","354.8480835","551.1882935","141"
"416","416","2013","767.6100575","749.456665","893.5111084","33"
"419","419","2013","0","0","0","1"
"420","420","2013","0","0","0","4"
"421","421","2013","0","0","0","2"
"422","422","2013","0","0","0","3"
"425","425","2013","0","0","0","2"
"426","426","2013","0","0","0","1"
"427","427","2013","0","0","0","3"
"428","428","2013","0","0","0","3"
"429","429","2013","0","0","0","3"
"430","430","2013","0","0","0","338"
"431","431","2013","0","0","0","37"
"432","432","2013","0","0","0","1"
"433","433","2013","0","0","0","98"
"434","434","2013","0","0","0","15"
"435","435","2013","0","0","0","4"
"436","436","2013","0","0","0","4"
"437","437","2013","0","0","0","2"
"438","438","2013","0","0","0","8"
"439","439","2013","0","0","0","9"
"440","440","2013","0","0","0","5"
"441","441","2013","0","0","0","3"
"442","442","2013","0","0","0","3"
"443","443","2013","0","0","0","2"
"444","444","2013","0","0","0","2"
"445","445","2013","0","0","0","9"
"446","446","2013","0","0","0","2"
"447","447","2013","0","0","0","19919"
"448","448","2013","232.855447","0","0","14"
"449","449","2013","520.7746853","0","1161.750854","9"
"450","450","2013","0","0","0","2"
"451","451","2013","204.9204915","0","0","6"
"452","452","2013","0","0","0","1"
"453","453","2013","0","0","0","2"
"454","454","2013","0","0","0","2"
"455","455","2013","422.7709338","0","1290.877991","47"
"456","456","2013","0","0","0","3"
"457","457","2013","803.2443848","789.3602295","817.12854","2"
"458","458","2013","989.1679353","997.4872437","1076.235229","73"
"459","459","2013","741.9215916","782.8746948","866.98526","14"
"461","461","2013","0","0","0","1"
"2","2","2014","899.5101208","834.1265869","944.6491699","529"
"3","3","2014","426.5817486","381.1615143","461.9660492","99"
"4","4","2014","662.6760527","591.8604126","720.4085693","649"
"5","5","2014","354.0639343","354.0639343","354.0639343","1"
"6","6","2014","463.1962891","463.1962891","463.1962891","1"
"7","7","2014","424.0064333","414.4822693","435.6651764","31"
"8","8","2014","826.5846363","807.3293152","833.2521362","47"
"9","9","2014","893.0587565","881.4694824","914.5975647","3"
"10","10","2014","671.81073","671.81073","671.81073","1"
"11","11","2014","566.1217244","561.3746643","571.4915771","3"
"12","12","2014","887.3187981","763.9285431","957.8875885","48"
"13","13","2014","542.3702107","424.7062073","592.2102051","137"
"14","14","2014","569.3669316","473.3379517","617.3444214","57"
"16","16","2014","NA","NA","NA","0"
"17","17","2014","911.6130291","859.0271301","942.7923889","91"
"18","18","2014","1064.356468","971.0787659","1188.049866","16"
"19","19","2014","NA","NA","NA","0"
"20","20","2014","1070.321402","1013.51622","1142.230347","14"
"21","21","2014","974.9812905","897.8988037","1036.491333","69"
"22","22","2014","438.4885483","436.9257202","450.893837","4"
"23","23","2014","1158.901479","1118.360809","1242.146698","6"
"24","24","2014","453.1152926","434.1341553","454.6509705","11"
"25","25","2014","889.680307","810.820343","922.4909668","67"
"27","27","2014","966.6287937","910.083313","973.0744629","32"
"28","28","2014","579.4502343","502.6842346","631.3564606","18"
"29","29","2014","NA","NA","NA","0"
"30","30","2014","541.0583901","374.64991","710.8391724","418"
"31","31","2014","858.6957845","835.4475403","866.4351501","75"
"32","32","2014","759.473877","759.473877","759.473877","1"
"33","33","2014","869.6363234","839.8177643","886.8966675","44"
"34","34","2014","698.1847656","684.3540497","705.4347839","30"
"36","36","2014","696.4302368","696.4302368","696.4302368","1"
"37","37","2014","637.8206177","637.8206177","637.8206177","1"
"38","38","2014","669.9296375","629.2790985","709.5802002","58"
"39","39","2014","599.3347778","593.3461151","608.5753021","4"
"40","40","2014","724.9297064","661.2938232","783.9137878","55"
"41","41","2014","NA","NA","NA","0"
"42","42","2014","1027.539897","993.9983826","1075.547119","3"
"43","43","2014","863.3328247","709.582016","1027.272583","18"
"44","44","2014","1149.885742","1149.885742","1149.885742","1"
"47","47","2014","727.7986328","635.3992004","794.8473358","10"
"48","48","2014","866.9413045","858.7879944","880.7284241","3"
"49","49","2014","NA","NA","NA","0"
"50","50","2014","916.9744321","871.5824585","967.8626099","21"
"51","51","2014","826.2543008","746.6995239","873.7077637","28"
"52","52","2014","1001.373844","958.1969604","1050.849365","49"
"53","53","2014","1244.327881","1211.47406","1298.372437","3"
"54","54","2014","970.2249298","936.9798126","975.6916046","16"
"55","55","2014","986.1714478","977.5172424","993.6645508","3"
"56","56","2014","NA","NA","NA","0"
"57","57","2014","1035.11145","1035.11145","1035.11145","1"
"59","59","2014","489.5324097","440.0757751","554.2245178","3"
"60","60","2014","843.5994995","805.8180542","833.5841064","5"
"64","64","2014","1021.046164","940.2992554","1079.67334","17"
"65","65","2014","1133.068741","1054.118881","1221.36557","4"
"66","66","2014","998.5165344","971.4994659","1031.460205","40"
"67","67","2014","644.869409","577.7510986","706.8613281","220"
"68","68","2014","813.3816036","763.3032837","846.4147644","31"
"69","69","2014","586.5941356","565.7629089","603.2509918","22"
"70","70","2014","744.5397257","699.9044189","786.4536133","15"
"73","73","2014","1088.014404","1051.27417","1124.754639","2"
"74","74","2014","993.1823425","989.470932","996.8937531","2"
"75","75","2014","915.9502563","915.9502563","915.9502563","1"
"76","76","2014","1126.681299","1100.222412","1149.067749","5"
"77","77","2014","941.4785047","915.7750854","962.9071655","39"
"78","78","2014","910.9857788","910.9857788","910.9857788","1"
"79","79","2014","629.5189697","623.5825195","638.6265259","5"
"80","80","2014","656.4954773","636.8798218","672.1201324","10"
"81","81","2014","646.0091675","610.208374","688.3308716","5"
"82","82","2014","NA","NA","NA","0"
"83","83","2014","893.6327108","875.7388","923.8509521","6"
"88","88","2014","667.4116364","589.2759552","693.105072","4"
"89","89","2014","975.700737","953.4730225","1008.749329","16"
"90","90","2014","1016.914317","984.100174","1030.726624","6"
"91","91","2014","563.1676178","545.4461212","576.9393463","8"
"92","92","2014","1023.295398","978.5980225","1084.08606","5"
"94","94","2014","830.8324524","813.1215668","841.9400482","10"
"95","95","2014","853.1822388","764.1356201","993.7973633","5"
"96","96","2014","709.0669403","644.6238251","735.4847107","8"
"102","102","2014","NA","NA","NA","0"
"103","103","2014","929.3992615","928.1108246","930.6876984","2"
"104","104","2014","650.349823","646.6976776","654.0019684","2"
"105","105","2014","683.2262573","674.2815247","692.17099","2"
"106","106","2014","653.3209229","647.6603699","656.2814026","3"
"107","107","2014","653.9216309","638.9144897","668.0602722","3"
"108","108","2014","633.8796082","632.9786835","634.7805328","2"
"114","114","2014","953.5911865","948.5014038","958.6809692","2"
"115","115","2014","563.7076416","563.7076416","563.7076416","1"
"116","116","2014","471.5005493","471.5005493","471.5005493","1"
"117","117","2014","NA","NA","NA","0"
"118","118","2014","NA","NA","NA","0"
"119","119","2014","NA","NA","NA","0"
"120","120","2014","NA","NA","NA","0"
"126","126","2014","1208.141296","1143.454498","1272.828094","2"
"127","127","2014","993.2746582","993.2746582","993.2746582","1"
"128","128","2014","546.3627472","511.6049423","557.6011658","10"
"129","129","2014","1055.646362","1055.646362","1055.646362","1"
"130","130","2014","1242.584277","1197.997559","1241.331177","5"
"131","131","2014","396.3055024","368.5029907","407.1551819","37"
"132","132","2014","NA","NA","NA","0"
"133","133","2014","NA","NA","NA","0"
"134","134","2014","1097.202657","1028.219879","1154.448364","3"
"135","135","2014","1202.881836","1202.881836","1202.881836","1"
"136","136","2014","862.8180455","811.6340637","872.1450653","14"
"137","137","2014","750.8136983","569.4667969","843.1913605","30"
"138","138","2014","NA","NA","NA","0"
"139","139","2014","413.5912805","362.0503845","445.8464127","648"
"140","140","2014","439.4261286","352.8720932","510.4299774","34"
"141","141","2014","972.6412659","930.5415955","986.164566","10"
"142","142","2014","661.6174455","597.6200256","708.7725525","22"
"143","143","2014","807.5695026","798.8191071","821.5409546","26"
"144","144","2014","254.767199","171.7335777","317.0827026","462"
"145","145","2014","1139.326294","1136.612976","1142.039612","2"
"146","146","2014","986.819458","986.819458","986.819458","1"
"147","147","2014","NA","NA","NA","0"
"148","148","2014","NA","NA","NA","0"
"149","149","2014","567.2575865","507.2728958","595.7176208","64"
"150","150","2014","521.363119","476.9159546","567.6379395","41"
"151","151","2014","378.98176","292.1320419","417.617897","174"
"152","152","2014","NA","NA","NA","0"
"153","153","2014","712.2240804","689.5310669","721.9720459","9"
"154","154","2014","1039.362573","1035.253052","1042.006836","5"
"155","155","2014","512.5866815","471.9909515","543.3332977","702"
"156","156","2014","519.7981974","495.1439514","548.4757385","6"
"157","157","2014","878.3930054","862.7027283","891.6790161","4"
"158","158","2014","1141.078247","1139.501587","1142.654907","2"
"159","159","2014","783.3465402","761.2128296","800.3666077","7"
"160","160","2014","837.9284058","825.4171143","847.5647583","3"
"161","161","2014","585.3583069","556.8864288","613.8301849","2"
"162","162","2014","890.1991882","879.2282257","901.1701508","2"
"163","163","2014","671.7643738","671.2566681","672.2720795","2"
"164","164","2014","703.3193526","668.3218079","728.4141846","11"
"165","165","2014","690.1319951","645.2521667","731.9660645","107"
"166","166","2014","596.918338","539.5359497","631.721283","1283"
"167","167","2014","846.7262183","789.4159546","870.8115234","25"
"168","168","2014","NA","NA","NA","0"
"169","169","2014","1191.478271","1191.478271","1191.478271","1"
"170","170","2014","1179.938354","1179.938354","1179.938354","1"
"171","171","2014","944.4013672","934.2342529","954.5684814","2"
"172","172","2014","1094.416382","1055.592224","1133.24054","2"
"174","174","2014","999.1367798","987.012146","1007.34433","3"
"175","175","2014","NA","NA","NA","0"
"176","176","2014","978.5909025","937.4537201","983.7486725","52"
"177","177","2014","860.153363","813.6828766","906.7755127","10"
"178","178","2014","1019.682595","975.417572","1028.923889","19"
"179","179","2014","858.0188395","848.4151611","873.7157898","3"
"180","180","2014","1081.898448","1009.703354","1136.33963","6"
"181","181","2014","NA","NA","NA","0"
"182","182","2014","1257.826599","1227.228424","1313.981903","4"
"184","184","2014","1197.579427","1156.567261","1256.806702","3"
"186","186","2014","602.8857386","579.8388062","619.6033936","17"
"189","189","2014","1187.976685","1171.973877","1201.210693","3"
"190","190","2014","836.8126899","799.9860077","870.648407","18"
"191","191","2014","NA","NA","NA","0"
"192","192","2014","NA","NA","NA","0"
"193","193","2014","750.6950073","748.5223389","752.8676758","2"
"194","194","2014","1149.192139","1149.192139","1149.192139","1"
"195","195","2014","1005.537463","955.9070435","981.5911865","5"
"196","196","2014","1057.206848","1032.561493","1061.481171","4"
"197","197","2014","848.3876038","826.3267059","870.4485016","2"
"198","198","2014","875.371582","870.055603","880.687561","2"
"200","200","2014","574.0793551","501.6755066","624.8991089","13"
"203","203","2014","825.4199619","782.7022858","820.8556061","32"
"204","204","2014","1219.450562","1219.450562","1219.450562","1"
"205","205","2014","379.831604","379.831604","379.831604","1"
"206","206","2014","952.8141785","951.6602631","953.9680939","2"
"207","207","2014","948.3187378","931.588501","968.2892456","5"
"208","208","2014","544.4626089","512.916748","577.3612671","13"
"209","209","2014","1370.640259","1370.640259","1370.640259","1"
"210","210","2014","863.531189","861.018158","866.04422","2"
"211","211","2014","860.9181315","854.0571289","870.4128113","3"
"212","212","2014","925.2953491","925.2953491","925.2953491","1"
"213","213","2014","746.8202311","704.0258789","781.6097412","9"
"214","214","2014","573.6774292","573.6774292","573.6774292","1"
"215","215","2014","661.275347","641.4822693","675.8616028","7"
"216","216","2014","NA","NA","NA","0"
"217","217","2014","915.691611","841.5137634","1014.214905","31"
"218","218","2014","1013.256531","1013.256531","1013.256531","1"
"219","219","2014","NA","NA","NA","0"
"220","220","2014","1140.084106","1140.084106","1140.084106","1"
"221","221","2014","914.1045736","890.940155","942.9714355","3"
"222","222","2014","705.0033713","612.7167969","787.9259033","17"
"223","223","2014","539.6141052","530.5869293","548.6412811","2"
"224","224","2014","1455.899495","1446.065674","1466.800537","3"
"225","225","2014","576.7583915","514.597229","629.9207764","485"
"226","226","2014","1028.34316","951.2997437","1115.638123","39"
"228","228","2014","660.1094689","598.9573364","704.1125183","218"
